dt_ps,MSD_A2,SEM
7.740000000000000000e+03,1.019453986024583855e+03,4.448086914701486982e+00
7.760000000000000000e+03,1.015044073911626356e+03,4.443826352454578910e+00
7.780000000000000000e+03,1.015940603294566699e+03,4.462169585080594914e+00
7.800000000000000000e+03,1.020096586030401340e+03,4.483671615747012673e+00
7.820000000000000000e+03,1.022636999462820540e+03,4.516844067856494505e+00
7.840000000000000000e+03,1.017441608187454676e+03,4.528413558834027519e+00
7.860000000000000000e+03,1.020439766679679565e+03,4.549105368551029649e+00
7.880000000000000000e+03,1.023323944558798075e+03,4.590363764098968957e+00
7.900000000000000000e+03,1.014570701177794717e+03,4.600499434545547217e+00
7.920000000000000000e+03,1.018563066446573316e+03,4.631109750755713073e+00
7.940000000000000000e+03,1.018516209200780395e+03,4.659981691993144715e+00
7.960000000000000000e+03,1.021054169806921777e+03,4.663045856315171100e+00
7.980000000000000000e+03,1.021234896906541280e+03,4.719225324248219167e+00
8.000000000000000000e+03,1.019315559836463081e+03,4.720350190509155830e+00
8.020000000000000000e+03,1.013888611001049867e+03,4.747229321609431452e+00
8.040000000000000000e+03,1.014502074056958008e+03,4.792034989811377876e+00
8.060000000000000000e+03,1.014254544511098629e+03,4.807350602480312318e+00
8.080000000000000000e+03,1.009000189881890606e+03,4.811654390311320917e+00
8.100000000000000000e+03,1.005981923484274716e+03,4.854245202754287725e+00
8.120000000000000000e+03,1.014703929767022828e+03,4.871520163614171395e+00
8.140000000000000000e+03,1.012090962858715216e+03,4.891340782000500376e+00
8.160000000000000000e+03,1.012316379081256514e+03,4.907919039959990570e+00
8.180000000000000000e+03,1.023864610052651983e+03,4.965037437684619803e+00
8.200000000000000000e+03,1.015680277566991663e+03,4.955156680875553832e+00
8.220000000000000000e+03,1.021669791497250003e+03,4.999477534891433983e+00
8.240000000000000000e+03,1.018549127679986441e+03,5.036229295717657983e+00
8.260000000000000000e+03,1.025064074375902692e+03,5.081671846752937149e+00
8.280000000000000000e+03,1.014198526891770825e+03,5.079389096655466673e+00
8.300000000000000000e+03,1.017409808649914908e+03,5.105631892403204475e+00
8.320000000000000000e+03,1.024532692847575163e+03,5.139897019378681264e+00
8.340000000000000000e+03,1.021521018385477987e+03,5.163326856791087494e+00
8.360000000000000000e+03,1.017625573496819584e+03,5.198549139436816624e+00
8.380000000000000000e+03,1.018661619148887780e+03,5.268328231533160988e+00
8.400000000000000000e+03,1.013317089444853650e+03,5.273851059178434220e+00
8.420000000000000000e+03,1.013370003135720822e+03,5.288300608630210675e+00
8.440000000000000000e+03,1.012470694939419559e+03,5.291382554182036735e+00
8.460000000000000000e+03,1.014991435465389941e+03,5.411965303732444887e+00
8.480000000000000000e+03,1.009666086317266831e+03,5.422296537026576324e+00
8.500000000000000000e+03,1.021046213057977980e+03,5.491592896910632682e+00
8.520000000000000000e+03,1.010680671855119158e+03,5.532279873129939851e+00
8.540000000000000000e+03,1.012847999617643723e+03,5.545722761316255855e+00
8.560000000000000000e+03,1.008537236579774344e+03,5.565105773139132239e+00
8.580000000000000000e+03,1.012760756149460462e+03,5.622862935894259451e+00
8.600000000000000000e+03,1.018770144098502783e+03,5.666781449934654269e+00
8.620000000000000000e+03,1.010688460531743772e+03,5.690301921721641065e+00
8.640000000000000000e+03,1.013260916705871409e+03,5.773943975278211127e+00
8.660000000000000000e+03,1.008353791533786421e+03,5.756288599817921181e+00
8.680000000000000000e+03,1.002732606494914307e+03,5.851628706449358397e+00
8.700000000000000000e+03,9.982122907759666077e+02,5.862003415827466313e+00
8.720000000000000000e+03,1.000320516681951403e+03,5.915646191128571374e+00
8.740000000000000000e+03,1.006937910366340020e+03,5.942675905320369267e+00
8.760000000000000000e+03,1.000454549888960173e+03,6.017357041949575880e+00
8.780000000000000000e+03,1.000252576665297283e+03,6.045204908641448327e+00
8.800000000000000000e+03,9.934070463113953338e+02,6.077145253167331340e+00
8.820000000000000000e+03,1.003891058362731997e+03,6.178479431121050247e+00
8.840000000000000000e+03,1.013910191717523389e+03,6.204180168661075356e+00
8.860000000000000000e+03,1.006534725650950122e+03,6.252492808464321428e+00
8.880000000000000000e+03,1.001691439840641692e+03,6.306996692402336180e+00
8.900000000000000000e+03,1.003546455880877261e+03,6.410540954056639151e+00
8.920000000000000000e+03,1.004520848347276228e+03,6.447214250494504917e+00
8.940000000000000000e+03,1.007621490551378542e+03,6.528166557532406600e+00
8.960000000000000000e+03,1.021001376421632813e+03,6.603988637057679689e+00
8.980000000000000000e+03,1.008636168907048386e+03,6.599705197531723577e+00
9.000000000000000000e+03,1.011813067932841022e+03,6.665732509567896535e+00
9.020000000000000000e+03,1.018020558266813282e+03,6.785751064657610243e+00
9.040000000000000000e+03,1.027016157884564791e+03,6.851434631631959427e+00
9.060000000000000000e+03,1.018787794290575675e+03,6.929925743700004581e+00
9.080000000000000000e+03,1.013749028732133411e+03,6.997020200587014571e+00
9.100000000000000000e+03,1.011867282538597010e+03,7.072829850629528181e+00
9.120000000000000000e+03,1.015360113137163808e+03,7.094634830548018023e+00
9.140000000000000000e+03,1.020620614101996921e+03,7.303326763540223254e+00
9.160000000000000000e+03,1.004214167738753872e+03,7.264154725062667239e+00
9.180000000000000000e+03,1.007959018156601360e+03,7.367617095641330494e+00
9.200000000000000000e+03,1.014808771573577701e+03,7.539639128657459111e+00
9.220000000000000000e+03,1.005527007449016196e+03,7.587801346710459249e+00
9.240000000000000000e+03,1.003030481840665857e+03,7.576797354780521410e+00
9.260000000000000000e+03,1.021864923963553906e+03,7.782481495368803515e+00
9.280000000000000000e+03,9.960343592039362193e+02,7.858270043302018948e+00
9.300000000000000000e+03,9.999756399609606206e+02,7.932203258994168671e+00
9.320000000000000000e+03,1.010262523382841550e+03,8.161544204683377046e+00
9.340000000000000000e+03,1.022201094562852745e+03,8.307478500353019157e+00
9.360000000000000000e+03,1.012864407966607018e+03,8.369615774537681574e+00
9.380000000000000000e+03,1.017894237878544573e+03,8.520675437938079355e+00
9.400000000000000000e+03,1.005268407248376320e+03,8.588490552343262863e+00
9.420000000000000000e+03,1.009874554646796582e+03,8.732646295728319075e+00
9.440000000000000000e+03,1.010233375790573973e+03,8.915967936836016960e+00
9.460000000000000000e+03,1.005768702567144260e+03,9.052136324396252931e+00
9.480000000000000000e+03,9.928148880335081685e+02,9.176418126140488241e+00
9.500000000000000000e+03,1.004561577524863651e+03,9.394275049789756693e+00
9.520000000000000000e+03,1.010933149495627049e+03,9.600635461580118601e+00
9.540000000000000000e+03,1.005234311233210065e+03,9.843166704424683999e+00
9.560000000000000000e+03,1.017226832068011959e+03,1.008430149734028092e+01
9.580000000000000000e+03,1.022559177081100415e+03,1.032802849202309226e+01
9.600000000000000000e+03,1.047710854516656354e+03,1.075681617309368399e+01
9.620000000000000000e+03,1.032364268278940017e+03,1.064613721311530803e+01
9.640000000000000000e+03,1.038562820706757520e+03,1.119064698434649152e+01
9.660000000000000000e+03,1.020567133541609337e+03,1.149694004002183867e+01
9.680000000000000000e+03,1.030326727560651079e+03,1.178541628482021331e+01
9.700000000000000000e+03,1.026588807968151286e+03,1.229010564049365684e+01
9.720000000000000000e+03,1.015343079523190909e+03,1.254964408296119593e+01
9.740000000000000000e+03,1.045808232045573504e+03,1.314358016470923474e+01
9.760000000000000000e+03,1.046759273328993459e+03,1.372275400942814549e+01
9.780000000000000000e+03,1.035466046548096756e+03,1.406695416542219412e+01
9.800000000000000000e+03,1.048052071390759238e+03,1.522031706054103140e+01
9.820000000000000000e+03,1.074634634417923280e+03,1.614318734826429136e+01
9.840000000000000000e+03,1.051240191237672207e+03,1.714223668334146566e+01
9.860000000000000000e+03,1.058198478768097402e+03,1.814562210347974869e+01
9.880000000000000000e+03,1.035451582380778746e+03,1.899886960022801574e+01
9.900000000000000000e+03,1.069391386947196452e+03,2.174144731061628733e+01
9.920000000000000000e+03,1.077226795377085409e+03,2.448548375952303147e+01
9.940000000000000000e+03,1.051140129000412799e+03,2.787572660833532368e+01
9.960000000000000000e+03,9.730941792273481497e+02,3.412281715666540549e+01
9.980000000000000000e+03,1.058657203728271043e+03,5.019607281585245318e+01
