# t_ps C_rot pair_count t0_count label="$5$-$10\,\AA$" color="#845B97" temp="301.5"
0.000000000000000000e+00 1.000000000000000000e+00 5.774200000000000000e+04 5.000000000000000000e+01
2.000000000000000111e-01 7.813220280806607576e-01 5.314200000000000000e+04 4.900000000000000000e+01
4.000000000000000222e-01 6.892858304763013200e-01 5.097700000000000000e+04 4.800000000000000000e+01
6.000000000000000888e-01 6.187292266643529270e-01 4.928300000000000000e+04 4.700000000000000000e+01
8.000000000000000444e-01 5.580718440222656174e-01 4.773900000000000000e+04 4.600000000000000000e+01
1.000000000000000000e+00 5.041843225951013752e-01 4.631700000000000000e+04 4.500000000000000000e+01
1.200000000000000178e+00 4.579792734100929241e-01 4.491600000000000000e+04 4.400000000000000000e+01
1.400000000000000133e+00 4.191325812371892723e-01 4.359700000000000000e+04 4.300000000000000000e+01
1.600000000000000089e+00 3.808878938465805053e-01 4.232300000000000000e+04 4.200000000000000000e+01
1.800000000000000044e+00 3.504537514420474897e-01 4.106200000000000000e+04 4.100000000000000000e+01
2.000000000000000000e+00 3.215532619745590792e-01 3.984800000000000000e+04 4.000000000000000000e+01
2.200000000000000178e+00 2.937636313963730705e-01 3.864300000000000000e+04 3.900000000000000000e+01
2.400000000000000355e+00 2.683449692378087614e-01 3.743400000000000000e+04 3.800000000000000000e+01
2.600000000000000089e+00 2.450739491962236338e-01 3.626900000000000000e+04 3.700000000000000000e+01
2.800000000000000266e+00 2.237849385786087053e-01 3.510200000000000000e+04 3.600000000000000000e+01
3.000000000000000000e+00 2.058451480935080957e-01 3.393900000000000000e+04 3.500000000000000000e+01
3.200000000000000178e+00 1.873751592693533863e-01 3.282500000000000000e+04 3.400000000000000000e+01
3.400000000000000355e+00 1.731799053461993143e-01 3.169100000000000000e+04 3.300000000000000000e+01
3.600000000000000089e+00 1.581967688831593111e-01 3.063300000000000000e+04 3.200000000000000000e+01
3.800000000000000266e+00 1.449355296600582099e-01 2.956500000000000000e+04 3.100000000000000000e+01
4.000000000000000000e+00 1.359674048709091643e-01 2.851200000000000000e+04 3.000000000000000000e+01
4.200000000000000178e+00 1.270600787761395900e-01 2.747000000000000000e+04 2.900000000000000000e+01
4.400000000000000355e+00 1.182929681835569874e-01 2.644700000000000000e+04 2.800000000000000000e+01
4.600000000000000533e+00 1.083552801518063158e-01 2.541300000000000000e+04 2.700000000000000000e+01
4.800000000000000711e+00 1.005068714381323752e-01 2.438500000000000000e+04 2.600000000000000000e+01
5.000000000000000000e+00 9.230083768628581653e-02 2.333800000000000000e+04 2.500000000000000000e+01
5.200000000000000178e+00 8.548877045919821283e-02 2.232900000000000000e+04 2.400000000000000000e+01
5.400000000000000355e+00 7.956160332618104902e-02 2.134100000000000000e+04 2.300000000000000000e+01
5.600000000000000533e+00 7.288220283469817873e-02 2.036600000000000000e+04 2.200000000000000000e+01
5.800000000000000711e+00 6.276085789496248235e-02 1.942600000000000000e+04 2.100000000000000000e+01
6.000000000000000000e+00 5.207505783265372473e-02 1.846500000000000000e+04 2.000000000000000000e+01
6.200000000000000178e+00 4.597407219507591153e-02 1.749400000000000000e+04 1.900000000000000000e+01
6.400000000000000355e+00 4.126836406524930084e-02 1.654700000000000000e+04 1.800000000000000000e+01
6.600000000000000533e+00 3.664299867919259407e-02 1.558500000000000000e+04 1.700000000000000000e+01
6.800000000000000711e+00 3.634928401024523775e-02 1.463100000000000000e+04 1.600000000000000000e+01
7.000000000000000000e+00 3.093344968767061318e-02 1.368400000000000000e+04 1.500000000000000000e+01
7.200000000000000178e+00 3.139358041092084328e-02 1.273700000000000000e+04 1.400000000000000000e+01
7.400000000000000355e+00 2.984271661967457037e-02 1.180900000000000000e+04 1.300000000000000000e+01
7.600000000000000533e+00 2.738348223895512717e-02 1.087600000000000000e+04 1.200000000000000000e+01
7.800000000000000711e+00 2.709311132319122684e-02 9.948000000000000000e+03 1.100000000000000000e+01
8.000000000000000000e+00 2.501734496356327470e-02 9.015000000000000000e+03 1.000000000000000000e+01
8.200000000000001066e+00 2.792837097887607145e-02 8.094000000000000000e+03 9.000000000000000000e+00
8.400000000000000355e+00 2.258844862902517625e-02 7.187000000000000000e+03 8.000000000000000000e+00
8.599999999999999645e+00 1.281953165109790162e-02 6.289000000000000000e+03 7.000000000000000000e+00
8.800000000000000711e+00 1.360502186697651675e-02 5.376000000000000000e+03 6.000000000000000000e+00
9.000000000000000000e+00 5.575933260978749827e-03 4.460000000000000000e+03 5.000000000000000000e+00
9.200000000000001066e+00 6.498222612520069934e-04 3.565000000000000000e+03 4.000000000000000000e+00
9.400000000000000355e+00 -6.225943047037079368e-03 2.675000000000000000e+03 3.000000000000000000e+00
9.600000000000001421e+00 -1.077235883240374066e-02 1.783000000000000000e+03 2.000000000000000000e+00
9.800000000000000711e+00 -3.024765014254933784e-02 8.950000000000000000e+02 1.000000000000000000e+00
